﻿wkt_geom,time,altitude,latitude,longitude,productivity
Point (-121.9375 36.35417174999999901),1/16/18,0,36.35417175,-121.9375,1038.2722
Point (-121.89579770000000281 36.35417174999999901),1/16/18,0,36.35417175,-121.8957977,931.3951
Point (-121.85420229999999719 36.35417174999999901),1/16/18,0,36.35417175,-121.8542023,nan
Point (-122.3125 36.31251144000000153),1/16/18,0,36.31251144,-122.3125,2618.0566
Point (-122.27079770000000281 36.31251144000000153),1/16/18,0,36.31251144,-122.2707977,3904.7886
Point (-122.22920229999999719 36.31251144000000153),1/16/18,0,36.31251144,-122.2292023,1148.051
Point (-122.1875 36.31251144000000153),1/16/18,0,36.31251144,-122.1875,865.1087
Point (-122.14579770000000281 36.31251144000000153),1/16/18,0,36.31251144,-122.1457977,901.4028
Point (-122.10420229999999719 36.31251144000000153),1/16/18,0,36.31251144,-122.1042023,922.90607
Point (-122.0625 36.31251144000000153),1/16/18,0,36.31251144,-122.0625,991.1825
Point (-122.02079770000000281 36.31251144000000153),1/16/18,0,36.31251144,-122.0207977,1014.7465
Point (-121.97920229999999719 36.31251144000000153),1/16/18,0,36.31251144,-121.9792023,1108.2552
Point (-121.9375 36.31251144000000153),1/16/18,0,36.31251144,-121.9375,1612.1882
Point (-122.27079770000000281 36.27083969000000252),1/16/18,0,36.27083969,-122.2707977,824.20776
Point (-122.22920229999999719 36.27083969000000252),1/16/18,0,36.27083969,-122.2292023,1406.1208
Point (-122.1875 36.27083969000000252),1/16/18,0,36.27083969,-122.1875,822.4552
Point (-122.14579770000000281 36.27083969000000252),1/16/18,0,36.27083969,-122.1457977,865.3249
Point (-122.10420229999999719 36.27083969000000252),1/16/18,0,36.27083969,-122.1042023,926.3592
Point (-123.5625 38.22917937999999793),10/16/15,0,38.22917938,-123.5625,1057.4254
Point (-123.52079770000000281 38.22917937999999793),10/16/15,0,38.22917938,-123.5207977,955.4131
Point (-123.47920229999999719 38.22917937999999793),10/16/15,0,38.22917938,-123.4792023,983.14905
Point (-123.4375 38.22917937999999793),10/16/15,0,38.22917938,-123.4375,983.14905
Point (-123.39579770000000281 38.22917937999999793),10/16/15,0,38.22917938,-123.3957977,1404.8419
Point (-123.35420229999999719 38.22917937999999793),10/16/15,0,38.22917938,-123.3542023,2125.2104
Point (-123.3125 38.22917937999999793),10/16/15,0,38.22917938,-123.3125,2007.8231
Point (-123.27079770000000281 38.22917937999999793),10/16/15,0,38.22917938,-123.2707977,2007.8231
Point (-123.22920229999999719 38.22917937999999793),10/16/15,0,38.22917938,-123.2292023,1812.935
Point (-123.5625 38.18751144000000153),10/16/15,0,38.18751144,-123.5625,860.5457
Point (-123.52079770000000281 38.18751144000000153),10/16/15,0,38.18751144,-123.5207977,860.5457
Point (-123.47920229999999719 38.18751144000000153),10/16/15,0,38.18751144,-123.4792023,1502.4081
Point (-123.4375 38.18751144000000153),10/16/15,0,38.18751144,-123.4375,1828.1003
Point (-123.39579770000000281 38.18751144000000153),10/16/15,0,38.18751144,-123.3957977,2134.2434
Point (-123.35420229999999719 38.18751144000000153),10/16/15,0,38.18751144,-123.3542023,1786.5808
Point (-123.3125 38.18751144000000153),10/16/15,0,38.18751144,-123.3125,1786.5808
Point (-123.27079770000000281 38.18751144000000153),10/16/15,0,38.18751144,-123.2707977,1809.9343
Point (-123.22920229999999719 38.18751144000000153),10/16/15,0,38.18751144,-123.2292023,2081.1711
Point (-123.1875 38.18751144000000153),10/16/15,0,38.18751144,-123.1875,1932.1909
Point (-123.14579770000000281 38.18751144000000153),10/16/15,0,38.18751144,-123.1457977,6723.914
Point (-123.5625 38.14583969000000252),10/16/15,0,38.14583969,-123.5625,1007.12585
Point (-123.52079770000000281 38.14583969000000252),10/16/15,0,38.14583969,-123.5207977,1031.4989
Point (-123.47920229999999719 38.14583969000000252),10/16/15,0,38.14583969,-123.4792023,1675.6367
Point (-123.4375 38.14583969000000252),10/16/15,0,38.14583969,-123.4375,1804.243
Point (-123.39579770000000281 38.14583969000000252),10/16/15,0,38.14583969,-123.3957977,1804.243
Point (-123.35420229999999719 38.14583969000000252),10/16/15,0,38.14583969,-123.3542023,1737.5588
Point (-123.3125 38.14583969000000252),10/16/15,0,38.14583969,-123.3125,1629.0344
Point (-123.27079770000000281 38.14583969000000252),10/16/15,0,38.14583969,-123.2707977,1843.2284
Point (-123.22920229999999719 38.14583969000000252),10/16/15,0,38.14583969,-123.2292023,1978.0582
Point (-123.1875 38.14583969000000252),10/16/15,0,38.14583969,-123.1875,1978.0582
Point (-123.14579770000000281 38.14583969000000252),10/16/15,0,38.14583969,-123.1457977,2164.564
Point (-123.10420229999999719 38.14583969000000252),10/16/15,0,38.14583969,-123.1042023,5637.028
Point (-123.0625 38.14583969000000252),10/16/15,0,38.14583969,-123.0625,1719.9156
Point (-123.5625 38.10417937999999793),10/16/15,0,38.10417938,-123.5625,1038.0856
Point (-123.52079770000000281 38.10417937999999793),10/16/15,0,38.10417938,-123.5207977,1124.6797
Point (-123.47920229999999719 38.10417937999999793),10/16/15,0,38.10417938,-123.4792023,1476.0566
Point (-123.4375 38.10417937999999793),10/16/15,0,38.10417938,-123.4375,1476.0566
Point (-123.39579770000000281 38.10417937999999793),10/16/15,0,38.10417938,-123.3957977,1703.1476
Point (-123.35420229999999719 38.10417937999999793),10/16/15,0,38.10417938,-123.3542023,1604.7048
Point (-123.3125 38.10417937999999793),10/16/15,0,38.10417938,-123.3125,1497.9403
Point (-123.27079770000000281 38.10417937999999793),10/16/15,0,38.10417938,-123.2707977,1497.9403
Point (-123.22920229999999719 38.10417937999999793),10/16/15,0,38.10417938,-123.2292023,1883.2004
Point (-123.1875 38.10417937999999793),10/16/15,0,38.10417938,-123.1875,1904.9023
Point (-123.14579770000000281 38.10417937999999793),10/16/15,0,38.10417938,-123.1457977,1695.7667
Point (-123.10420229999999719 38.10417937999999793),10/16/15,0,38.10417938,-123.1042023,2629.814
Point (-123.0625 38.10417937999999793),10/16/15,0,38.10417938,-123.0625,2629.814
Point (-123.02079770000000281 38.10417937999999793),10/16/15,0,38.10417938,-123.0207977,1714.0371
Point (-123.5625 38.06251144000000153),10/16/15,0,38.06251144,-123.5625,1085.4435
Point (-123.52079770000000281 38.06251144000000153),10/16/15,0,38.06251144,-123.5207977,1085.4435
Point (-123.47920229999999719 38.06251144000000153),10/16/15,0,38.06251144,-123.4792023,1061.8767
Point (-123.4375 38.06251144000000153),10/16/15,0,38.06251144,-123.4375,1266.372
Point (-123.39579770000000281 38.06251144000000153),10/16/15,0,38.06251144,-123.3957977,1343.1357
Point (-123.35420229999999719 38.06251144000000153),10/16/15,0,38.06251144,-123.3542023,1203.2927
Point (-123.3125 38.06251144000000153),10/16/15,0,38.06251144,-123.3125,1203.2927
Point (-123.27079770000000281 38.06251144000000153),10/16/15,0,38.06251144,-123.2707977,1264.5621
Point (-123.22920229999999719 38.06251144000000153),10/16/15,0,38.06251144,-123.2292023,1403.094
Point (-123.1875 38.06251144000000153),10/16/15,0,38.06251144,-123.1875,1644.2748
Point (-123.14579770000000281 38.06251144000000153),10/16/15,0,38.06251144,-123.1457977,1648.8121
Point (-123.10420229999999719 38.06251144000000153),10/16/15,0,38.06251144,-123.1042023,1648.8121
Point (-123.0625 38.06251144000000153),10/16/15,0,38.06251144,-123.0625,2514.3462
Point (-123.02079770000000281 38.06251144000000153),10/16/15,0,38.06251144,-123.0207977,nan
Point (-122.97920229999999719 38.06251144000000153),10/16/15,0,38.06251144,-122.9792023,nan
Point (-123.52079770000000281 38.02083969000000252),10/16/15,0,38.02083969,-123.5207977,772.26697
Point (-123.47920229999999719 38.02083969000000252),10/16/15,0,38.02083969,-123.4792023,885.32275
Point (-123.4375 38.02083969000000252),10/16/15,0,38.02083969,-123.4375,995.2892
Point (-123.39579770000000281 38.02083969000000252),10/16/15,0,38.02083969,-123.3957977,995.2892
Point (-123.35420229999999719 38.02083969000000252),10/16/15,0,38.02083969,-123.3542023,1026.5847
Point (-123.3125 38.02083969000000252),10/16/15,0,38.02083969,-123.3125,1031.1538
Point (-123.27079770000000281 38.02083969000000252),10/16/15,0,38.02083969,-123.2707977,1186.7711
Point (-123.22920229999999719 38.02083969000000252),10/16/15,0,38.02083969,-123.2292023,1282.3647
Point (-123.1875 38.02083969000000252),10/16/15,0,38.02083969,-123.1875,1282.3647
Point (-123.14579770000000281 38.02083969000000252),10/16/15,0,38.02083969,-123.1457977,1416.7275
Point (-123.10420229999999719 38.02083969000000252),10/16/15,0,38.02083969,-123.1042023,1601.447
Point (-123.0625 38.02083969000000252),10/16/15,0,38.02083969,-123.0625,1841.9456
Point (-123.02079770000000281 38.02083969000000252),10/16/15,0,38.02083969,-123.0207977,nan
Point (-122.97920229999999719 38.02083969000000252),10/16/15,0,38.02083969,-122.9792023,nan
Point (-122.9375 38.02083969000000252),10/16/15,0,38.02083969,-122.9375,nan
Point (-123.47920229999999719 37.97917174999999901),10/16/15,0,37.97917175,-123.4792023,798.89594
Point (-123.4375 37.97917174999999901),10/16/15,0,37.97917175,-123.4375,798.89594
Point (-123.39579770000000281 37.97917174999999901),10/16/15,0,37.97917175,-123.3957977,897.87823
Point (-123.35420229999999719 37.97917174999999901),10/16/15,0,37.97917175,-123.3542023,980.5204
Point (-123.3125 37.97917174999999901),10/16/15,0,37.97917175,-123.3125,1185.8115
Point (-123.27079770000000281 37.97917174999999901),10/16/15,0,37.97917175,-123.2707977,1281.7572
Point (-123.22920229999999719 37.97917174999999901),10/16/15,0,37.97917175,-123.2292023,1281.7572
Point (-123.1875 37.97917174999999901),10/16/15,0,37.97917175,-123.1875,1476.507
Point (-123.14579770000000281 37.97917174999999901),10/16/15,0,37.97917175,-123.1457977,1838.6154
Point (-123.10420229999999719 37.97917174999999901),10/16/15,0,37.97917175,-123.1042023,1942.9952
Point (-123.0625 37.97917174999999901),10/16/15,0,37.97917175,-123.0625,1942.9952
Point (-123.02079770000000281 37.97917174999999901),10/16/15,0,37.97917175,-123.0207977,1960.3167
Point (-122.97920229999999719 37.97917174999999901),10/16/15,0,37.97917175,-122.9792023,nan
Point (-122.9375 37.97917174999999901),10/16/15,0,37.97917175,-122.9375,18139.117
Point (-122.89579770000000281 37.97917174999999901),10/16/15,0,37.97917175,-122.8957977,2720.164
Point (-123.47920229999999719 37.93751144000000153),10/16/15,0,37.93751144,-123.4792023,711.4365
Point (-123.4375 37.93751144000000153),10/16/15,0,37.93751144,-123.4375,876.4763
Point (-123.39579770000000281 37.93751144000000153),10/16/15,0,37.93751144,-123.3957977,895.51495
Point (-123.35420229999999719 37.93751144000000153),10/16/15,0,37.93751144,-123.3542023,1068.8055
Point (-123.3125 37.93751144000000153),10/16/15,0,37.93751144,-123.3125,1068.8055
Point (-123.27079770000000281 37.93751144000000153),10/16/15,0,37.93751144,-123.2707977,1003.296
Point (-123.22920229999999719 37.93751144000000153),10/16/15,0,37.93751144,-123.2292023,1087.6066
Point (-123.1875 37.93751144000000153),10/16/15,0,37.93751144,-123.1875,1199.2268
Point (-123.14579770000000281 37.93751144000000153),10/16/15,0,37.93751144,-123.1457977,1372.5037
Point (-123.10420229999999719 37.93751144000000153),10/16/15,0,37.93751144,-123.1042023,1372.5037
Point (-123.0625 37.93751144000000153),10/16/15,0,37.93751144,-123.0625,1404.1091
Point (-123.02079770000000281 37.93751144000000153),10/16/15,0,37.93751144,-123.0207977,1355.5454
Point (-122.97920229999999719 37.93751144000000153),10/16/15,0,37.93751144,-122.9792023,4797.3584
Point (-122.9375 37.93751144000000153),10/16/15,0,37.93751144,-122.9375,4797.3584
Point (-122.89579770000000281 37.93751144000000153),10/16/15,0,37.93751144,-122.8957977,15359.888
Point (-123.4375 37.89583969000000252),10/16/15,0,37.89583969,-123.4375,883.91797
Point (-123.39579770000000281 37.89583969000000252),10/16/15,0,37.89583969,-123.3957977,883.91797
Point (-123.35420229999999719 37.89583969000000252),10/16/15,0,37.89583969,-123.3542023,908.86694
Point (-123.3125 37.89583969000000252),10/16/15,0,37.89583969,-123.3125,864.1813
Point (-123.27079770000000281 37.89583969000000252),10/16/15,0,37.89583969,-123.2707977,880.71655
Point (-123.22920229999999719 37.89583969000000252),10/16/15,0,37.89583969,-123.2292023,933.86224
Point (-123.1875 37.89583969000000252),10/16/15,0,37.89583969,-123.1875,933.86224
Point (-123.14579770000000281 37.89583969000000252),10/16/15,0,37.89583969,-123.1457977,1120.0365
Point (-123.10420229999999719 37.89583969000000252),10/16/15,0,37.89583969,-123.1042023,1390.0068
Point (-123.0625 37.89583969000000252),10/16/15,0,37.89583969,-123.0625,1486.313
Point (-123.02079770000000281 37.89583969000000252),10/16/15,0,37.89583969,-123.0207977,1673.561
Point (-122.97920229999999719 37.89583969000000252),10/16/15,0,37.89583969,-122.9792023,1673.561
Point (-122.9375 37.89583969000000252),10/16/15,0,37.89583969,-122.9375,2501.349
Point (-122.89579770000000281 37.89583969000000252),10/16/15,0,37.89583969,-122.8957977,2423.4365
Point (-122.85420229999999719 37.89583969000000252),10/16/15,0,37.89583969,-122.8542023,2830.1682
Point (-123.4375 37.85417174999999901),10/16/15,0,37.85417175,-123.4375,736.89185
Point (-123.39579770000000281 37.85417174999999901),10/16/15,0,37.85417175,-123.3957977,738.541
Point (-123.35420229999999719 37.85417174999999901),10/16/15,0,37.85417175,-123.3542023,750.1779
Point (-123.3125 37.85417174999999901),10/16/15,0,37.85417175,-123.3125,778.37134
Point (-123.27079770000000281 37.85417174999999901),10/16/15,0,37.85417175,-123.2707977,826.5664
Point (-123.22920229999999719 37.85417174999999901),10/16/15,0,37.85417175,-123.2292023,826.5664
Point (-123.1875 37.85417174999999901),10/16/15,0,37.85417175,-123.1875,1001.2072
Point (-123.14579770000000281 37.85417174999999901),10/16/15,0,37.85417175,-123.1457977,1168.2319
Point (-123.10420229999999719 37.85417174999999901),10/16/15,0,37.85417175,-123.1042023,1265.045
Point (-123.0625 37.85417174999999901),10/16/15,0,37.85417175,-123.0625,1265.045
Point (-123.02079770000000281 37.85417174999999901),10/16/15,0,37.85417175,-123.0207977,1727.221
Point (-122.97920229999999719 37.85417174999999901),10/16/15,0,37.85417175,-122.9792023,1492.7966
Point (-122.9375 37.85417174999999901),10/16/15,0,37.85417175,-122.9375,1541.4474
Point (-122.89579770000000281 37.85417174999999901),10/16/15,0,37.85417175,-122.8957977,2157.532
Point (-122.85420229999999719 37.85417174999999901),10/16/15,0,37.85417175,-122.8542023,2157.532
Point (-123.39579770000000281 37.81251144000000153),10/16/15,0,37.81251144,-123.3957977,683.83466
Point (-123.35420229999999719 37.81251144000000153),10/16/15,0,37.81251144,-123.3542023,730.7514
Point (-123.3125 37.81251144000000153),10/16/15,0,37.81251144,-123.3125,730.7514
Point (-123.27079770000000281 37.81251144000000153),10/16/15,0,37.81251144,-123.2707977,772.14233
Point (-123.22920229999999719 37.81251144000000153),10/16/15,0,37.81251144,-123.2292023,903.9976
Point (-123.1875 37.81251144000000153),10/16/15,0,37.81251144,-123.1875,1120.6519
Point (-123.14579770000000281 37.81251144000000153),10/16/15,0,37.81251144,-123.1457977,1240.1289
Point (-123.10420229999999719 37.81251144000000153),10/16/15,0,37.81251144,-123.1042023,1240.1289
Point (-123.0625 37.81251144000000153),10/16/15,0,37.81251144,-123.0625,1421.043
Point (-123.02079770000000281 37.81251144000000153),10/16/15,0,37.81251144,-123.0207977,1461.531
Point (-122.97920229999999719 37.81251144000000153),10/16/15,0,37.81251144,-122.9792023,1113.2142
Point (-122.9375 37.81251144000000153),10/16/15,0,37.81251144,-122.9375,1317.1588
Point (-122.89579770000000281 37.81251144000000153),10/16/15,0,37.81251144,-122.8957977,1317.1588
Point (-122.85420229999999719 37.81251144000000153),10/16/15,0,37.81251144,-122.8542023,2273.572
Point (-123.3125 37.77083969000000252),10/16/15,0,37.77083969,-123.3125,724.4918
Point (-123.27079770000000281 37.77083969000000252),10/16/15,0,37.77083969,-123.2707977,786.4805
Point (-123.22920229999999719 37.77083969000000252),10/16/15,0,37.77083969,-123.2292023,912.312
Point (-123.1875 37.77083969000000252),10/16/15,0,37.77083969,-123.1875,912.312
Point (-123.14579770000000281 37.77083969000000252),10/16/15,0,37.77083969,-123.1457977,1068.9474
Point (-123.10420229999999719 37.77083969000000252),10/16/15,0,37.77083969,-123.1042023,1220.6067
Point (-123.0625 37.77083969000000252),10/16/15,0,37.77083969,-123.0625,1337.2026
Point (-123.02079770000000281 37.77083969000000252),10/16/15,0,37.77083969,-123.0207977,1113.9548
Point (-122.97920229999999719 37.77083969000000252),10/16/15,0,37.77083969,-122.9792023,1113.9548
Point (-122.9375 37.77083969000000252),10/16/15,0,37.77083969,-122.9375,1145.5774
Point (-122.89579770000000281 37.77083969000000252),10/16/15,0,37.77083969,-122.8957977,1183.3694
Point (-122.85420229999999719 37.77083969000000252),10/16/15,0,37.77083969,-122.8542023,2400.1284
Point (-123.22920229999999719 37.72917174999999901),10/16/15,0,37.72917175,-123.2292023,842.4916
Point (-123.1875 37.72917174999999901),10/16/15,0,37.72917175,-123.1875,873.19366
Point (-123.14579770000000281 37.72917174999999901),10/16/15,0,37.72917175,-123.1457977,945.9868
Point (-123.10420229999999719 37.72917174999999901),10/16/15,0,37.72917175,-123.1042023,1097.1992
Point (-123.0625 37.72917174999999901),10/16/15,0,37.72917175,-123.0625,1186.99
Point (-123.02079770000000281 37.72917174999999901),10/16/15,0,37.72917175,-123.0207977,1186.99
Point (-122.97920229999999719 37.72917174999999901),10/16/15,0,37.72917175,-122.9792023,1041.9478
Point (-122.9375 37.72917174999999901),10/16/15,0,37.72917175,-122.9375,1134.3986
Point (-122.89579770000000281 37.72917174999999901),10/16/15,0,37.72917175,-122.8957977,1108.3024
